ts,GC=F,GLD,IEF,TLT,TIP,SHY,BIL,UUP,EURUSD=X,JPY=X,CNY=X,CL=F,HG=F,DBC,ES=F,NQ=F,RTY=F,BTC-USD,HYG,JNK,LQD,^VIX,^VVIX,^MOVE,FXI,KWEB,EWJ,SPY,QQQ,IWM
2026-05-25T20:45:00,,,,,,,,,1.164686679840088,158.88699340820312,6.783699989318848,,,,,,,77199.0390625,,,,16.59000015258789,,,,,,,,
2026-05-25T21:00:00,,,,,,,,,1.16441547870636,158.86900329589844,6.783699989318848,,,,,,,77295.0,,,,16.59000015258789,,,,,,,,
2026-05-25T21:15:00,,,,,,,,,1.1642799377441406,158.86900329589844,6.783699989318848,,,,,,,77286.609375,,,,16.59000015258789,,,,,,,,
2026-05-25T21:30:00,,,,,,,,,1.1641442775726318,158.84100341796875,6.783699989318848,,,,,,,77232.5234375,,,,16.59000015258789,,,,,,,,
2026-05-25T21:45:00,,,,,,,,,1.16441547870636,158.87399291992188,6.783699989318848,,,,,,,77297.25,,,,16.59000015258789,,,,,,,,
2026-05-25T22:00:00,,,,,,,,,1.16441547870636,158.8990020751953,6.783699989318848,,,,,,,77334.140625,,,,16.59000015258789,,,,,,,,
2026-05-25T22:15:00,,,,,,,,,1.16441547870636,158.927001953125,6.783699989318848,,,,,,,77225.28125,,,,16.59000015258789,,,,,,,,
2026-05-25T22:30:00,,,,,,,,,1.16441547870636,158.92599487304688,6.783699989318848,,,,,,,77113.890625,,,,16.59000015258789,,,,,,,,
2026-05-25T22:45:00,,,,,,,,,1.16441547870636,158.91400146484375,6.783699989318848,,,,,,,77043.9609375,,,,16.59000015258789,,,,,,,,
2026-05-25T23:00:00,,,,,,,,,1.1645511388778689,158.91900634765625,6.783699989318848,,,,,,,77217.21875,,,,16.59000015258789,,,,,,,,
2026-05-25T23:15:00,,,,,,,,,1.16441547870636,158.92999267578125,6.783699989318848,,,,,,,77210.359375,,,,16.59000015258789,,,,,,,,
2026-05-25T23:30:00,,,,,,,,,1.164008855819702,158.9429931640625,6.783699989318848,,,,,,,77259.0,,,,16.59000015258789,,,,,,,,
2026-05-25T23:45:00,,,,,,,,,1.164008855819702,158.94900512695312,6.783699989318848,,,,,,,77249.078125,,,,16.59000015258789,,,,,,,,
2026-05-26T00:00:00,,,,,,,,,1.1641442775726318,158.96499633789062,6.783699989318848,,,,,,,77155.0703125,,,,16.59000015258789,,,,,,,,
2026-05-26T00:15:00,,,,,,,,,1.163873314857483,158.9810028076172,6.783699989318848,,,,,,,77049.6875,,,,16.59000015258789,,,,,,,,
2026-05-26T00:30:00,,,,,,,,,1.164008855819702,158.9429931640625,6.783699989318848,,,,,,,76792.40625,,,,16.59000015258789,,,,,,,,
2026-05-26T00:45:00,,,,,,,,,1.1642799377441406,158.96499633789062,6.783699989318848,,,,,,,76709.2265625,,,,16.59000015258789,,,,,,,,
2026-05-26T01:00:00,,,,,,,,,1.1641442775726318,158.96400451660156,6.783699989318848,,,,,,,76754.4296875,,,,16.59000015258789,,,,,,,,
2026-05-26T01:15:00,,,,,,,,,1.164008855819702,158.94900512695312,6.783699989318848,,,,,,,76709.2421875,,,,16.59000015258789,,,,,,,,
2026-05-26T01:30:00,,,,,,,,,1.1634671688079834,158.95599365234375,6.786499977111816,,,,,,,76589.9921875,,,,16.59000015258789,,,,,,,,
2026-05-26T01:45:00,,,,,,,,,1.1637378931045532,158.9669952392578,6.785099983215332,,,,,,,76667.4609375,,,,16.59000015258789,,,,,,,,
2026-05-26T02:00:00,,,,,,,,,1.163602590560913,158.9459991455078,6.7845001220703125,,,,,,,76683.8671875,,,,16.59000015258789,,,,,,,,
2026-05-26T02:15:00,,,,,,,,,1.163602590560913,158.94000244140625,6.784999847412109,,,,,,,76591.2421875,,,,16.59000015258789,,,,,,,,
2026-05-26T02:30:00,,,,,,,,,1.1634671688079834,158.96800231933594,6.785799980163574,,,,,,,76511.2421875,,,,16.59000015258789,,,,,,,,
2026-05-26T02:45:00,,,,,,,,,1.1637378931045532,158.93899536132812,6.7855000495910645,,,,,,,76581.1328125,,,,16.59000015258789,,,,,,,,
2026-05-26T03:00:00,,,,,,,,,1.163873314857483,158.92300415039062,6.785600185394287,,,,,,,76481.5390625,,,,16.59000015258789,,,,,,,,
2026-05-26T03:15:00,,,,,,,,,1.163873314857483,158.9239959716797,6.784800052642822,,,,,,,76506.0,,,,16.59000015258789,,,,,,,,
2026-05-26T03:30:00,,,,,,,,,1.163873314857483,158.93499755859375,6.784599781036377,,,,,,,76563.6796875,,,,16.59000015258789,,,,,,,,
2026-05-26T03:45:00,,,,,,,,,1.164008855819702,158.93299865722656,6.784299850463867,,,,,,,76571.7265625,,,,16.59000015258789,,,,,,,,
2026-05-26T04:00:00,4538.2998046875,,,,,,,,1.163873314857483,158.9340057373047,6.784299850463867,91.73999786376952,6.406499862670898,,7542.25,29826.25,2908.300048828125,76583.4296875,,,,16.59000015258789,,,,,,,,
2026-05-26T04:15:00,4533.0,,,,,,,,1.163602590560913,158.9290008544922,6.784599781036377,91.81999969482422,6.4045000076293945,,7540.0,29813.0,2906.800048828125,76659.0,,,,16.59000015258789,,,,,,,,
2026-05-26T04:30:00,4526.7998046875,,,,,,,,1.163602590560913,158.9499969482422,6.7846999168396,91.8499984741211,6.4004998207092285,,7540.0,29811.0,2906.39990234375,76686.953125,,,,16.59000015258789,,,,,,,,
2026-05-26T04:45:00,4526.10009765625,,,,,,,,1.1633317470550537,158.99099731445312,6.785900115966797,92.0199966430664,6.394000053405762,,7538.5,29800.5,2905.10009765625,76660.84375,,,,16.59000015258789,,,,,,,,
2026-05-26T05:00:00,4529.7001953125,,,,,,,,1.1631964445114136,159.00599670410156,6.787000179290772,92.4800033569336,6.401500225067139,,7538.75,29805.25,2904.800048828125,76715.9921875,,,,16.59000015258789,,,,,,,,
2026-05-26T05:15:00,4531.7998046875,,,,,,,,1.1633317470550537,158.99899291992188,6.786900043487549,92.0500030517578,6.40500020980835,,7539.75,29807.25,2906.10009765625,76786.0078125,,,,16.59000015258789,,,,,,,,
2026-05-26T05:30:00,4529.89990234375,,,,,,,,1.1633317470550537,158.99600219726562,6.786399841308594,92.0,6.401999950408936,,7538.5,29806.5,2904.89990234375,76827.2421875,,,,16.59000015258789,,,,,,,,
2026-05-26T05:45:00,4527.7998046875,,,,,,,,1.1631964445114136,159.0189971923828,6.786300182342529,91.88999938964844,6.394499778747559,,7537.25,29806.0,2903.60009765625,76829.9921875,,,,16.59000015258789,,,,,,,,
2026-05-26T06:00:00,4532.0,,,,,,,,1.1633317470550537,159.0290069580078,6.785699844360352,91.70999908447266,6.399499893188477,,7541.0,29837.25,2905.5,76790.09375,,,,16.59000015258789,,,,,,,,
2026-05-26T06:15:00,4530.7998046875,,,,,,,,1.1637378931045532,159.05599975585938,6.785099983215332,91.95999908447266,6.401500225067139,,7538.75,29816.5,2904.39990234375,76753.71875,,,,16.59000015258789,,,,,,,,
